id;category;subcategory;manufacturer;brand_owner;brand;sub-brand;flavour;description;rating;location;image
28574105899;Beverage;Soda;The Coca-Cola Company;The Coca-Cola Company;Coca Cola;;Sokeriton Vanilja;;3;Helsinki;
12553958237;Beverage;Soda;The Coca-Cola Company;The Coca-Cola Company;Coca Cola;;Orange Vanilla;;2;Helsinki;
19723332739;Beverage;Soda;The Coca-Cola Company;The Coca-Cola Company;Coca Cola;;Plus;コカ・コーラブラス;2,5;Tokyo;IMG_4010
88004803206;Beverage;Soda;The Coca-Cola Company;The Coca-Cola Company;Sprite;;Lemon-Lime;;3;Helsinki;
13190282052;Beverage;Soda;The Coca-Cola Company;The Coca-Cola Company;Sprite;;Lemon Lime Zero;;4;Helsinki;
20104910064;Beverage;Soda;The Coca-Cola Company;The Coca-Cola Company;Sprite;;Lemon Lime & Cucumber;;4;Helsinki;
98233910556;Beverage;Soda;The Coca-Cola Company;The Coca-Cola Company;Sprite;;Cranberry;;2;Helsinki;
19985853355;Beverage;Soda;The Coca-Cola Company;The Coca-Cola Company;Sprite;;Ginger;;3,5;Helsinki;
70358081875;Beverage;Soda;The Coca-Cola Company;The Coca-Cola Company;Fanta;;Appelsiini;;3;Helsinki;
73842232666;Beverage;Soda;The Coca-Cola Company;The Coca-Cola Company;Fanta;Zero;Appelsiini;;3;Helsinki;
42144015324;Beverage;Soda;The Coca-Cola Company;The Coca-Cola Company;Fanta;;Pineapple;;2;Helsinki;
92053921402;Beverage;Soda;The Coca-Cola Company;The Coca-Cola Company;Fanta;;Green Apple;;3;Helsinki;
35336406624;Beverage;Soda;The Coca-Cola Company;The Coca-Cola Company;Fanta;;Apple;;4;Helsinki;
79426577726;Beverage;Soda;The Coca-Cola Company;The Coca-Cola Company;Fanta;;Berry;;4;Helsinki;
91287230583;Beverage;Soda;The Coca-Cola Company;The Coca-Cola Company;Fanta;;Cherry;;2;Helsinki;
95574787871;Beverage;Soda;The Coca-Cola Company;The Coca-Cola Company;Fanta;;Peach;;3,5;Helsinki;
47940183798;Beverage;Soda;The Coca-Cola Company;The Coca-Cola Company;Fanta;;Fruit Punch;;3;Helsinki;
21892082828;Beverage;Soda;The Coca-Cola Company;The Coca-Cola Company;Fanta;;Grape;;3;Helsinki;
85824129432;Beverage;Soda;The Coca-Cola Company;The Coca-Cola Company;Fanta;Zero;Grape;;2;Helsinki;
17273374591;Beverage;Soda;The Coca-Cola Company;The Coca-Cola Company;Fanta;;Mango;;3;Helsinki;
95867805434;Beverage;Soda;The Coca-Cola Company;The Coca-Cola Company;Fanta;;Mansikka Zero;;4;Helsinki;
91532409258;Beverage;Soda;The Coca-Cola Company;The Coca-Cola Company;Fanta;;Vadelma & Passionhedelmä;;4;Helsinki;
61300890194;Beverage;Soda;The Coca-Cola Company;The Coca-Cola Company;Fanta;;Metsämarja;;2;Helsinki;
71304141911;Beverage;Soda;The Coca-Cola Company;The Coca-Cola Company;Fanta;;Shokata;;3,5;Helsinki;
14293206595;Beverage;Soda;The Coca-Cola Company;The Coca-Cola Company;Fanta;;Toronja;;3;Helsinki;
51436583480;Beverage;Soda;The Coca-Cola Company;The Coca-Cola Company;Fanta;;Strawberry;;3;Helsinki;
23418664196;Beverage;Soda;The Coca-Cola Company;The Coca-Cola Company;Fanta;Zero;Fruit Twist;;2;Helsinki;
44640680027;Beverage;Soda;The Coca-Cola Company;The Coca-Cola Company;Fanta;;Exotic;;3;Helsinki;
61973118108;Beverage;Soda;The Coca-Cola Company;The Coca-Cola Company;Fanta;;Hương Sá Xị;;4;Helsinki;
48337231976;Beverage;Soda;The Coca-Cola Company;The Coca-Cola Company;Fanta;;Laici Lychee;;4;Helsinki;
75671150246;Beverage;Soda;The Coca-Cola Company;The Coca-Cola Company;Fanta;;Mix Fruits Flavoured;;2;Helsinki;
83517176557;Beverage;Soda;The Coca-Cola Company;The Coca-Cola Company;Fanta;;Lemon;;3,5;Helsinki;
61226309571;Beverage;Soda;The Coca-Cola Company;The Coca-Cola Company;Fanta;;Strawberry & Kiwi;;3;Helsinki;
96002338089;Beverage;Soda;The Coca-Cola Company;The Coca-Cola Company;Fanta;;Mango Guava;;3;Helsinki;
20033775761;Beverage;Soda;The Coca-Cola Company;The Coca-Cola Company;Fanta;;Cassis;;2;Helsinki;
71500525385;Beverage;Soda;The Coca-Cola Company;The Coca-Cola Company;Fanta;#WHATTHEFANTA?;2021;Sokeriton;3;Helsinki;
74162987008;Beverage;Soda;The Coca-Cola Company;The Coca-Cola Company;Fanta;#WHATTHEFANTA?;2022;Sokeriton;4;Helsinki;
17498923999;Beverage;Soda;The Coca-Cola Company;The Coca-Cola Company;Fanta;#WHATTHEFANTA?;2022;#ミステリーブルー;3,5;Tokyo;IMG_4254
71767425659;Beverage;Soda;The Coca-Cola Company;The Coca-Cola Company;Fanta;;Wild Cherry;;4;Helsinki;
87780593191;Beverage;Soda;The Coca-Cola Company;The Coca-Cola Company;Fanta;;Sitruuna Sokeriton;;2;Helsinki;
56977753750;Beverage;Soda;The Coca-Cola Company;The Coca-Cola Company;Fanta;;hương việt quất;;3,5;Helsinki;
36904338321;Beverage;Soda;The Coca-Cola Company;The Coca-Cola Company;Fanta;;Elderflower & Lemon;;3;Helsinki;
13886595251;Beverage;Soda;The Coca-Cola Company;The Coca-Cola Company;Fanta;;Melon Soda;;3,5;Helsinki;
13134552249;Beverage;Soda;The Coca-Cola Company;The Coca-Cola Company;Fanta;;青春スウイーティー;期間限定;3,5;Helsinki;IMG_2364
24542333991;Beverage;Soda;The Coca-Cola Company;The Coca-Cola Company;Barg’s;;Root Beer;;4;Helsinki;
61796820017;Beverage;Soda;Dr Pepper Snapple Group;Dr Pepper Snapple Group;Dr Pepper;;Original;;4;Helsinki;
22309343548;Beverage;Soda;Dr Pepper Snapple Group;Dr Pepper Snapple Group;Dr Pepper;;Made with Real Sugar;;2;Helsinki;
30735421310;Beverage;Soda;Dr Pepper Snapple Group;Dr Pepper Snapple Group;Dr Pepper;;Cherry;;3,5;Helsinki;
83284744395;Beverage;Soda;Dr Pepper Snapple Group;Dr Pepper Snapple Group;Dr Pepper;;Cherry Vanilla;;3;Helsinki;
68743685153;Beverage;Soda;Dr Pepper Snapple Group;Dr Pepper Snapple Group;Dr Pepper;;Zero;;3;Helsinki;
52232576804;Beverage;Soda;Dr Pepper Snapple Group;Dr Pepper Snapple Group;Dr Pepper;;Dark Berry;;2;Helsinki;
36400638006;Beverage;Soda;Dr Pepper Snapple Group;Dr Pepper Snapple Group;Dr Pepper;;Vanilla Float;;3;Helsinki;
16918615033;Beverage;Soda;Dr Pepper Snapple Group;Dr Pepper Snapple Group;Dr Pepper;;Cream Soda;;4;Helsinki;
43223819192;Beverage;Soda;Dr Pepper Snapple Group;Dr Pepper Snapple Group;Dr Pepper;;Energy;;4;Helsinki;
39982709679;Beverage;Soda;Dr Pepper Snapple Group;Dr Pepper Snapple Group;Big Red;;Big Blue;;2;Helsinki;
94422692998;Beverage;Soda;Dr Pepper Snapple Group;Dr Pepper Snapple Group;Big Red;;Big Red;;3,5;Helsinki;
88266772439;Beverage;Soda;Dr Pepper Snapple Group;Dr Pepper Snapple Group;Big Red;;Big Manzana;;3;Helsinki;
36310925074;Beverage;Soda;Dr Pepper Snapple Group;Dr Pepper Snapple Group;7 Up;;Cherry ;;3;Helsinki;
43689829029;Beverage;Soda;Dr Pepper Snapple Group;Dr Pepper Snapple Group;RC;;Cola;;2;Helsinki;
23405794645;Beverage;Soda;Dr Pepper Snapple Group;Dr Pepper Snapple Group;Schweppes;;The Original Ginger Ale;;3;Helsinki;
80726753429;Beverage;Soda;Laitilan Wirvoitusjuomatehdas ;Laitilan Wirvoitusjuomatehdas ;Laitilan;;Sitruuna Sooda Sitruunalimonaadi;;4;Helsinki;
68299280964;Beverage;Soda;Laitilan Wirvoitusjuomatehdas ;Laitilan Wirvoitusjuomatehdas ;Laitilan;;Messina Veriappelsiinilimonaadi;;4;Helsinki;
43789128177;Beverage;Soda;Laitilan Wirvoitusjuomatehdas ;Laitilan Wirvoitusjuomatehdas ;Herra Hakkaraisen;;Banaanilimonaadi;;2;Helsinki;
41271444705;Beverage;Soda;Laitilan Wirvoitusjuomatehdas ;Laitilan Wirvoitusjuomatehdas ;Herra Hakkaraisen;;Päärynälimonaadi;;3,5;Helsinki;
36828189465;Beverage;Soda;Laitilan Wirvoitusjuomatehdas ;Laitilan Wirvoitusjuomatehdas ;Herra Hakkaraisen;;Omenalimonaadi;;3;Helsinki;
54396652364;Beverage;Soda;Laitilan Wirvoitusjuomatehdas ;Laitilan Wirvoitusjuomatehdas ;Herra Hakkaraisen;;Vadelmalimonaadi;;3;Helsinki;
55694106914;Beverage;Soda;Laitilan Wirvoitusjuomatehdas ;Laitilan Wirvoitusjuomatehdas ;Laitilan;;Jaffa;Appelsiinilimonaadi;2;Helsinki;
91498050429;Beverage;Soda;Laitilan Wirvoitusjuomatehdas ;Laitilan Wirvoitusjuomatehdas ;Laitilan;;Limone;Limettilimonadi;3;Helsinki;
66121981543;Beverage;Soda;Laitilan Wirvoitusjuomatehdas ;Laitilan Wirvoitusjuomatehdas ;Laitilan;;Rio Cola;Kolalimonaadi;4;Helsinki;
33460252405;Beverage;Soda;Laitilan Wirvoitusjuomatehdas ;Laitilan Wirvoitusjuomatehdas ;Laitilan;;Le Pom;Hedelmälimonaadi;4;Helsinki;
15453395894;Beverage;Soda;Laitilan Wirvoitusjuomatehdas ;Laitilan Wirvoitusjuomatehdas ;Laitilan;;Panama;Greippilimonaadi;2;Helsinki;
68049905230;Beverage;Soda;Laitilan Wirvoitusjuomatehdas ;Laitilan Wirvoitusjuomatehdas ;Laitilan;Mehuvichy;Persikka;;2;Helsinki;
94132389418;Beverage;Soda;Laitilan Wirvoitusjuomatehdas ;SOK;Rainbow;;Cola Free;;3,5;Helsinki;
40115227525;Beverage;Soda;Laitilan Wirvoitusjuomatehdas ;SOK;Rainbow;;Cola;;3;Helsinki;
97308646110;Beverage;Soda;Laitilan Wirvoitusjuomatehdas ;SOK;Rainbow;;Citrus;;3;Helsinki;
72174028290;Beverage;Soda;Laitilan Wirvoitusjuomatehdas ;SOK;Rainbow;;Orange Free;;2;Helsinki;
12889430740;Beverage;Soda;PepsiCo;PepsiCo;Pepsi;;Original;;3;Helsinki;
82358751506;Beverage;Soda;PepsiCo;PepsiCo;Pepsi;;Light;;3;Helsinki;
22869830881;Beverage;Soda;PepsiCo;PepsiCo;Pepsi;Max;Original;;2;Helsinki;
57950627493;Beverage;Soda;PepsiCo;PepsiCo;Pepsi;Max ;Caffeine Free;;3;Helsinki;
21397554522;Beverage;Soda;PepsiCo;PepsiCo;Pepsi;Max ;Cherry;;4;Helsinki;
87951809012;Beverage;Soda;PepsiCo;PepsiCo;Pepsi;Max ;Ginger;;4;Helsinki;
51267540625;Beverage;Soda;PepsiCo;PepsiCo;Pepsi;Max ;Lime;;2;Helsinki;
27520810362;Beverage;Soda;PepsiCo;PepsiCo;Pepsi;Max ;Raspberry;;3,5;Helsinki;
36334268596;Beverage;Soda;PepsiCo;PepsiCo;Pepsi;;Twist;;3;Helsinki;
35860392675;Beverage;Soda;PepsiCo;PepsiCo;Pepsi;;Next;;3;Helsinki;
36548544958;Beverage;Soda;PepsiCo;PepsiCo;Pepsi;;Wild Cherry;;2;Helsinki;
46889943012;Beverage;Soda;PepsiCo;PepsiCo;Pepsi;;Vanilla;;3;Helsinki;
76280661805;Beverage;Soda;PepsiCo;PepsiCo;Pepsi;;Mango;;4;Helsinki;
82903123472;Beverage;Soda;PepsiCo;PepsiCo;Pepsi;;Special;;2;Tokyo;IMG_2176
60810543634;Beverage;Soda;PepsiCo;PepsiCo;Pepsi;;Cream Soda;;3,5;Tokyo;IMG_3192
45910580201;Beverage;Soda;PepsiCo;PepsiCo;Mountain Dew;;Original;;4;Helsinki;
37499090405;Beverage;Soda;PepsiCo;PepsiCo;Mountain Dew;;No Sugar;;2;Helsinki;
23601602981;Beverage;Soda;PepsiCo;PepsiCo;Mountain Dew;;Major Melon;;3,5;Helsinki;
43884092118;Beverage;Soda;PepsiCo;PepsiCo;Mountain Dew;;Voltage;;3;Helsinki;
57970217828;Beverage;Soda;PepsiCo;PepsiCo;Mountain Dew;;Supernova;;3;Helsinki;
70777198975;Beverage;Soda;PepsiCo;PepsiCo;Mountain Dew;;Code Red;;2;Helsinki;
41492821142;Beverage;Soda;PepsiCo;PepsiCo;Mountain Dew;;Maui Burst;;3;Helsinki;
40288424711;Beverage;Soda;PepsiCo;PepsiCo;Mountain Dew;Baja;Flash;;4;Helsinki;
73668120514;Beverage;Soda;PepsiCo;PepsiCo;Mountain Dew;Baja ;Blast;;4;Helsinki;
43259877674;Beverage;Soda;PepsiCo;PepsiCo;Mountain Dew;Baja ;Punch;;2;Helsinki;
54179838457;Beverage;Soda;PepsiCo;PepsiCo;7 Up;;Original;;3;Helsinki;
95102136437;Beverage;Soda;PepsiCo;PepsiCo;7 Up;;Free;;4;Helsinki;
86678577876;Beverage;Soda;PepsiCo;PepsiCo;7 Up;;Cocktail Exotique;;4;Helsinki;
37195673894;Beverage;Soda;PepsiCo;PepsiCo;7 Up;;Mojito;;2;Helsinki;
40770432711;Beverage;Soda;PepsiCo;PepsiCo;Mirinda;;Orange;;3,5;Helsinki;
96766523241;Beverage;Soda;PepsiCo;PepsiCo;Mirinda;Mix-it ;Pineapple & Pear;;3;Helsinki;
36837771677;Beverage;Soda;PepsiCo;PepsiCo;Mirinda;Mix-it ;Strawberry & Lychee;;3;Helsinki;
67056102501;Beverage;Soda;PepsiCo;PepsiCo;Schwip Schwap;;Cola + Orange;;2;Helsinki;
13278550875;Beverage;Soda;Hartwall;Hartwall;Jaffa;;Appelsiini;;4;Helsinki;
95657517736;Beverage;Soda;Hartwall;Hartwall;Jaffa;;Light;;2;Helsinki;
52330978632;Beverage;Soda;Hartwall;Hartwall;Jaffa;;Palma;;3,5;Helsinki;
17692281869;Beverage;Soda;Hartwall;Hartwall;Jaffa;;Italia Veriappelsiini;;3;Helsinki;
52382924088;Beverage;Soda;Hartwall;Hartwall;Jaffa;;Sitrus Light;;3;Helsinki;
38977883062;Beverage;Soda;Hartwall;Hartwall;Jaffa;;Greippi;;2;Helsinki;
83553080445;Beverage;Soda;Hartwall;Hartwall;Jaffa;;Ananas Light;;3;Helsinki;
86139975074;Beverage;Soda;Hartwall;Hartwall;Jaffa;;Mustikka;;4;Helsinki;
61820240468;Beverage;Soda;Hartwall;Hartwall;Jaffa;;Vesimeloni-Vadelma;;4;Helsinki;
12367597651;Beverage;Soda;Hartwall;Hartwall;Jaffa;;Jouluomena;;2;Helsinki;
39505230150;Beverage;Soda;Hartwall;Hartwall;Jaffa;;Mango-Meloni;;3,5;Helsinki;
56751228665;Beverage;Soda;Hartwall;Hartwall;Jaffa;;Guarana;;3;Helsinki;
54693998629;Beverage;Soda;Hartwall;Hartwall;Jaffa;;Vihreä Mandariini;;3;Helsinki;
35498580177;Beverage;Soda;Hartwall;Hartwall;Jaffa;;Vihreä Omena;;2;Helsinki;
49272055399;Beverage;Soda;Hartwall;Hartwall;Jaffa;;Lime-Verigreippi Light;;3;Helsinki;
48611545185;Beverage;Soda;Hartwall;Hartwall;Jaffa;;Sokeriton Vadelma-Mustikka;;4;Helsinki;
84103408764;Beverage;Soda;Hartwall;Hartwall;Jaffa;;Sokeriton Vihreä Omena;;4;Helsinki;
75466746147;Beverage;Soda;Hartwall;Hartwall;Jaffa;;Kirsikka;;2;Helsinki;
35486016890;Beverage;Soda;Hartwall;Hartwall;Jaffa;Juicy ;Vadelma-sitrus;;3,5;Helsinki;
86578680162;Beverage;Soda;Hartwall;Hartwall;Jaffa;Juicy ;Mango;;3;Helsinki;
61523778584;Beverage;Soda;Hartwall;Hartwall;Jaffa;Juicy ;Ananas-passion;;3;Helsinki;
53164483274;Beverage;Soda;Hartwall;Hartwall;Jaffa;Juicy ;Sitruuna-yuzu;;2;Helsinki;
60033141375;Beverage;Soda;Hartwall;Hartwall;Jaffa;Juicy ;Karhunvatukka;;3;Helsinki;
77799795058;Beverage;Soda;Hartwall;Hartwall;Jaffa;;Vesimeloni-granaattiomena;;3;Helsinki;
59184747784;Beverage;Soda;Hartwall;Hartwall;Jaffa;;Trooppinen Persikka;;3;Helsinki;
48027126656;Beverage;Soda;Hartwall;Hartwall;Pommac;;Original;;4;Helsinki;
59779590768;Beverage;Soda;Hartwall;Hartwall;Pommac;;Light;;4;Helsinki;
68212573120;Beverage;Soda;Hartwall;Hartwall;Pommac;;Rosé;;2;Helsinki;
72319346203;Beverage;Soda;Hartwall;Hartwall;Pommac;;Brut;;3,5;Helsinki;
42239494215;Beverage;Soda;Hartwall;Hartwall;Pommac;;Vuosikerta 2021 Appelsiini Kaneli;;3;Helsinki;
95989417709;Beverage;Soda;Hartwall;Hartwall;Limonadi;;Omena;;3;Helsinki;
69474540038;Beverage;Soda;Hartwall;Hartwall;Limonadi;;Päärynä;;2;Helsinki;
82143558317;Beverage;Soda;Hartwall;Hartwall;Limonadi;;Vadelma;;3;Helsinki;
93763782005;Beverage;Soda;Hartwall;Hartwall;Limonadi;;VadelmaSalmiakki;;4;Helsinki;
28400725659;Beverage;Soda;Hartwall;Hartwall;Limonadi;;Ässämix;;4;Helsinki;
55921581135;Beverage;Soda;Hartwall;Hartwall;Limonadi;;Karkkipäivä;;2;Helsinki;
20524859488;Beverage;Soda;Hartwall;Hartwall;Limonadi;;Banaanikarkki;;3,5;Helsinki;
85506087966;Beverage;Soda;Olvi;Olvi;Olvi;;Cola Light;;3;Helsinki;
28518324329;Beverage;Soda;Olvi;Olvi;Olvi;;Cola;;2;Helsinki;
21571805519;Beverage;Soda;Olvi;Olvi;Olvi;;Cola 2.0; Ei Sokeria Ei Aspartaamia;3;Helsinki;
26463728478;Beverage;Soda;Olvi;Olvi;Olvi;;Jaffa;;4;Helsinki;
42517607002;Beverage;Soda;Olvi;Olvi;Olvi;;Jaffa 2.0;;4;Helsinki;
92534494257;Beverage;Soda;Olvi;Olvi;Olvi;;Lemon;;2;Helsinki;
30267213660;Beverage;Soda;Olvi;Olvi;Olvi;;Vadelma;;3,5;Helsinki;
44326407023;Beverage;Soda;Olvi;Olvi;Olvi;;Greippi Light;;3;Helsinki;
81990871588;Beverage;Soda;Olvi;Olvi;Olvi;;Greippi 2.0;Ei Sokeria Ei Aspartaamia;3;Helsinki;
82525632750;Beverage;Soda;Olvi;Olvi;Olvi;;Ananas Light;;2;Helsinki;
45075452556;Beverage;Soda;Olvi;Olvi;Olvi;;Ananas 2.0;Ei Sokeria Ei Aspartaamia;3;Helsinki;
33715409020;Beverage;Soda;Olvi;Olvi;Olvi;;Appelsiini Light;;4;Helsinki;
86941340257;Beverage;Soda;Olvi;Olvi;Olvi;;Kuka löi sisään? Cola;;4;Helsinki;
19970856215;Beverage;Soda;Olvi;Olvi;Olvi;Premium;Sour Raspberry Virvoitusjuoma;;2;Helsinki;
61069714963;Beverage;Soda;Olvi;Olvi;Olvi;Premium;Brewed Lime Virvoitusjuoma;;3,5;Helsinki;
90138438909;Beverage;Soda;Olvi;Olvi;Kane's;Soda Pop;Chula Vista Crush;Raspberry-Lemon;2;Helsinki;
32977966864;Beverage;Soda;Olvi;Olvi;Kane’s;Soda Pop;Garden Grove Spin;Pomelo-Caramel;3;Helsinki;
99767411021;Beverage;Soda;Olvi;Olvi;Kane’s;Soda Pop;Pasadena Pinch;Lemon-Dragon Fruit;4;Helsinki;
96606640169;Beverage;Soda;Olvi;Olvi;Kane’s;Soda Pop;Vacaville Splash;;4;Helsinki;
57578575069;Beverage;Soda;Olvi;Olvi;Kane’s;Soda Pop;Red Peak Rush;Cherry & Plum;2;Helsinki;
22888758186;Beverage;Soda;Olvi;Olvi;Kane’s;Soda Pop;Carmel Valley Chop;Cola & Herbs;3,5;Helsinki;
71527878276;Beverage;Soda;Olvi;Olvi;Kane’s;Soda Pop;The Wedge;Watermelon & Lemon;3;Helsinki;
71193673031;Beverage;Soda;Olvi;Olvi;Kane’s;Soda Pop;Fresno Flirt;Peach & Pear;3;Helsinki;
74641914994;Beverage;Soda;Olvi;Olvi;Kane’s;Soda Pop;Long Beach;Blush Blueberry & Acai;2;Helsinki;
80224021436;Beverage;Soda;Olvi;Olvi;Kane’s;Soda Pop;Ventura Wheel;Marshmallow & Bubblegum;3;Helsinki;
16172234748;Beverage;Soda;Olvi;Olvi;Kane’s;Soda Pop;Paradise Punch Lemon Sorbet;;4;Helsinki;
24411316988;Beverage;Soda;Olvi;Olvi;Kane’s;Soda Pop;Special Edition Coachella Chill;Sour Apple & Yuzu;4;Helsinki;
28163635679;Beverage;Soda;Olvi;Olvi;Kane’s;Soda Pop;Special Edition Temecula Twist;Banana & Pear;2;Helsinki;
65965136004;Beverage;Soda;Olvi;Olvi;Kane’s;Soda Pop;Fontana Flip;Kiwi & Tutti Frutti;3,5;Helsinki;
32942088892;Beverage;Soda;Olvi;Olvi;Kane’s;Soda Pop;Belvedere Bowl;Blackberry & Mangosteen;3;Helsinki;
73517095945;Beverage;Soda;Olvi;SOK;Rainbow;;Citrus;;3,5;Helsinki;
63725484913;Beverage;Soda;Olvi;SOK;Rainbow;;Cola Light;;3;Helsinki;
25237771549;Beverage;Soda;Olvi;SOK;Rainbow;;Cola;;3;Helsinki;
78611746356;Beverage;Soda;Refresco;SOK;Rainbow;;Citrus Light;;2;Helsinki;
68766450733;Beverage;Soda;Olvi;SOK;Rainbow;;Orange Light;;3;Helsinki;
48507454770;Beverage;Soda;Olvi;Olvi;Muteman;;Premium Ginger Beer;;4;Helsinki;
90078029932;Beverage;Soda;Refresco;Coop;X-tra;;Cola;;3;Helsinki;
84817970931;Beverage;Soda;Rubicon Drinks  ;Rubicon Drinks  ;Rubicon;Sparkling;Pomegranate;;2;Helsinki;
73385137687;Beverage;Soda;Rubicon Drinks  ;Rubicon Drinks  ;Rubicon;Sparkling;Guava;;3,5;Helsinki;
61897804605;Beverage;Soda;Rubicon Drinks  ;Rubicon Drinks  ;Rubicon;Sparkling;Passion;;3;Helsinki;
61768231886;Beverage;Soda;Rubicon Drinks  ;Rubicon Drinks  ;Rubicon;Sparkling ;Mango;;3;Helsinki;
82999126950;Beverage;Soda;Rubicon Drinks  ;Rubicon Drinks  ;Rubicon;Sparkling ;Lychee;;2;Helsinki;
46745120145;Beverage;Soda;Sun Mark ;Sun Mark ;Royalty;;Ginger Beer;;4;Helsinki;
13399825178;Beverage;Soda;Welch Food;Welch Food;Welch's;;Sparkling Grape Soda;;2;Helsinki;
64441488960;Beverage;Soda;Asahi;Welch Food;Welch's;;月のマスカットスパークリング;;3,5;Tokyo;IMG_3157
56948193790;Beverage;Soda;Asahi;Welch Food;Welch's;;1房分の ぶどう;;3,5;Tokyo;IMG_2483
87392250766;Beverage;Soda;Asahi;Asahi;Asahi;Mitsuya;Cider;Since 1884;3;Tokyo;camphoto_641078858
15936384898;Beverage;Soda;Asahi;Asahi;Asahi;Mitsuya;Salty Grapefruit;;3;Tokyo;IMG_3958
41969933619;Beverage;Soda;Asahi;Asahi;Asahi;Craftmanship;Craft Cola;Citrus & Spices;3,5;Tokyo;camphoto_342241519
24618014227;Beverage;Soda;Belvoir Fruit Farms ;Belvoir Fruit Farms ;Belvoir Fruit Farms Organic;;Elderflower;;2;Helsinki;
87771064916;Beverage;Soda;Belvoir Fruit Farms ;Belvoir Fruit Farms ;Belvoir Fruit Farms Organic;;Elderflower & Rose Pressé;;3;Helsinki;
52657624997;Beverage;Soda;Belvoir Fruit Farms ;Belvoir Fruit Farms ;Belvoir Fruit Farms Organic;;Lime & Lemongrass Pressé;;4;Helsinki;
62986642665;Beverage;Soda;Top Spirit;Top Spirit;Stoli;;Ginger Beer;;4;Helsinki;
49337790883;Beverage;Soda;Öun Drinks;Öun Drinks;Öun;;Omenalimonadi;;2;Helsinki;
70264001815;Beverage;Soda;Öun Drinks;Öun Drinks;Öun;;Punaherukkalimonadi;;3;Helsinki;
77155208912;Beverage;Soda;Sumol + Compal ;Sumol + Compal ;Sumol;;Appelsiini;;4;Helsinki;
32307535667;Beverage;Soda;Sumol + Compal ;Sumol + Compal ;Sumol;;Fruit De La Passion;;4;Helsinki;
84151560434;Beverage;Soda;Sumol + Compal ;Sumol + Compal ;Sumol;;Ananas;;2;Helsinki;
93104384445;Beverage;Soda;Fentimans ;Fentimans ;Fentimans;;Traditional Ginger Beer;;3;Helsinki;
14838227399;Beverage;Soda;Fentimans ;Fentimans ;Fentimans;;Rosè Lemonade;;4;Helsinki;
92900334623;Beverage;Soda;Fentimans ;Fentimans ;Fentimans;;Sparkling Lime & Jasmine;;4;Helsinki;
80785312054;Beverage;Soda;Fentimans ;Fentimans ;Fentimans;;Wild English Elderflower;;2;Helsinki;
72615691262;Beverage;Soda;Fentimans ;Fentimans ;Fentimans;;Sparkling Raspberry;;3,5;Helsinki;
36988172689;Beverage;Soda;Fentimans ;Fentimans ;Fentimans;;Curiosity Cola;;3;Helsinki;
18047074995;Beverage;Soda;Fentimans ;Fentimans ;Fentimans;;Victorian Lemonade;;3;Helsinki;
